Date,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Research Development,Effect Of Accounting Charges,Income Before Tax,Minority Interest,Net Income,Selling General Administrative,Gross Profit,Ebit,Operating Income,Other Operating Expenses,Interest Expense,Extraordinary Items,Non Recurring,Other Items,Income Tax Expense,Total Revenue,Total Operating Expenses,Cost Of Revenue,Total Other Income Expense Net,Discontinued Operations,Net Income From Continuing Ops,Net Income Applicable To Common Shares,Close,Volume,Investments_lag_1,Investments_lag_2,Change To Liabilities_lag_1,Change To Liabilities_lag_2,Total Cashflows From Investing Activities_lag_1,Total Cashflows From Investing Activities_lag_2,Net Borrowings_lag_1,Net Borrowings_lag_2,Total Cash From Financing Activities_lag_1,Total Cash From Financing Activities_lag_2,Change To Operating Activities_lag_1,Change To Operating Activities_lag_2,Issuance Of Stock_lag_1,Issuance Of Stock_lag_2,Change In Cash_lag_1,Change In Cash_lag_2,Repurchase Of Stock_lag_1,Repurchase Of Stock_lag_2,Effect Of Exchange Rate_lag_1,Effect Of Exchange Rate_lag_2,Total Cash From Operating Activities_lag_1,Total Cash From Operating Activities_lag_2,Depreciation_lag_1,Depreciation_lag_2,Other Cashflows From Investing Activities_lag_1,Other Cashflows From Investing Activities_lag_2,Dividends Paid_lag_1,Dividends Paid_lag_2,Change To Inventory_lag_1,Change To Inventory_lag_2,Change To Account Receivables_lag_1,Change To Account Receivables_lag_2,Other Cashflows From Financing Activities_lag_1,Other Cashflows From Financing Activities_lag_2,Change To Netincome_lag_1,Change To Netincome_lag_2,Capital Expenditures_lag_1,Capital Expenditures_lag_2,Research Development_lag_1,Research Development_lag_2,Effect Of Accounting Charges_lag_1,Effect Of Accounting Charges_lag_2,Income Before Tax_lag_1,Income Before Tax_lag_2,Minority Interest_lag_1,Minority Interest_lag_2,Net Income_lag_1,Net Income_lag_2,Selling General Administrative_lag_1,Selling General Administrative_lag_2,Gross Profit_lag_1,Gross Profit_lag_2,Ebit_lag_1,Ebit_lag_2,Operating Income_lag_1,Operating Income_lag_2,Other Operating Expenses_lag_1,Other Operating Expenses_lag_2,Interest Expense_lag_1,Interest Expense_lag_2,Extraordinary Items_lag_1,Extraordinary Items_lag_2,Non Recurring_lag_1,Non Recurring_lag_2,Other Items_lag_1,Other Items_lag_2,Income Tax Expense_lag_1,Income Tax Expense_lag_2,Total Revenue_lag_1,Total Revenue_lag_2,Total Operating Expenses_lag_1,Total Operating Expenses_lag_2,Cost Of Revenue_lag_1,Cost Of Revenue_lag_2,Total Other Income Expense Net_lag_1,Total Other Income Expense Net_lag_2,Discontinued Operations_lag_1,Discontinued Operations_lag_2,Net Income From Continuing Ops_lag_1,Net Income From Continuing Ops_lag_2,Net Income Applicable To Common Shares_lag_1,Net Income Applicable To Common Shares_lag_2,Close_lag_1,Close_lag_2,Volume_lag_1,Volume_lag_2,FutureDirection
2020-12-31,252000000.0,-860000000.0,-1477000000.0,-1862000000.0,-8070000000.0,585000000.0,647000000.0,373000000.0,-118000000.0,76000000.0,9844000000.0,1536000000.0,122000000.0,-7047000000.0,99000000.0,882000000.0,310000000.0,-129000000.0,-1177000000.0,0,0,9749000000.0,1985000000.0,7747000000.0,9579000000.0,19581000000.0,9990000000.0,9990000000.0,12000000.0,-1437000000.0,0,0,0,1981000000.0,33014000000.0,23024000000.0,13433000000.0,-241000000.0,0,7768000000.0,7747000000.0,52.76007080078125,8495000,2269000000.0,7188000000.0,1318000000.0,-251000000.0,-3976000000.0,5927000000.0,-1841000000.0,-2995000000.0,-9004000000.0,-10347000000.0,-707000000.0,-796000000.0,1012000000.0,1476000000.0,-2581000000.0,2945000000.0,-1103000000.0,-1912000000.0,-72000000.0,-262000000.0,10471000000.0,7627000000.0,1365000000.0,1086000000.0,-56000000.0,-60000000.0,-6845000000.0,-6644000000.0,-183000000.0,-203000000.0,-158000000.0,27000000.0,-227000000.0,-272000000.0,-180000000.0,1347000000.0,-2054000000.0,-1548000000.0,0.0,0.0,0.0,0.0,10786000000.0,8225000000.0,2117000000.0,2077000000.0,8920000000.0,6434000000.0,12011000000.0,11013000000.0,22647000000.0,21233000000.0,10625000000.0,10203000000.0,10625000000.0,10203000000.0,11000000.0,17000000.0,-946000000.0,-950000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1801000000.0,1749000000.0,37266000000.0,34300000000.0,26641000000.0,24097000000.0,14619000000.0,13067000000.0,161000000.0,-1978000000.0,0.0,0.0,8985000000.0,6476000000.0,8920000000.0,6434000000.0,51.488746643066406,42.69401550292969,7982600.0,10576300.0,1.113724822742622
